,MWE,Previous,Target,Next
833,human being,"George put it on, and asked us what we thought of it.","Harris said that, as an object to hang over a flower-bed in early spring to frighten the birds away, he should respect it; but that, considered as an article of dress for any human being, except a Margate nigger, it made him ill. George got quite huffy; but, as Harris said, if he didn't want his opinion, why did he ask for it?","What troubles Harris and myself, with regard to it, is that we are afraid it will attract attention to the boat."
834,human being,"We did not go into the realm of twilight; we went slap into that punt, where those three old men were fishing.","We did not know what had happened at first, because the sail shut out the view, but from the nature of the language that rose up upon the evening air, we gathered that we had come into the neighbourhood of human beings, and that they were vexed and discontented.","Harris let the sail down, and then we saw what had happened."
835,human being,"George said he would steer, after that.","He said a mind like mine ought not to be expected to give itself away in steering boats - better let a mere commonplace human being see after that boat, before we jolly well all got drowned; and he took the lines, and brought us up to Marlow.","And at Marlow we left the boat by the bridge, and went and put up for the night at the ""Crown."""
836,human being,His family!,"Within these two days an unknown and malignant hand, the hand of a deadman, had torn asunder and broken, one by one, all the ties which hadheld these four human beings together.","It was all over, all ruined."
837,human being,"She had no experience of life, and made no effort at conversation.","Endowed with a delicate and haughty nature, that instinct for happiness natural to all human beings made her, generally speaking, pay no attention to the actions of the coarse creatures into whose midst chance had flung her.","She would have been remarkable for her naturalness and quickness of mind, had she received the most scanty education; but in her capacity as an heiress she had been brought up by nuns who practised a passionate devotion to the Sacred Heart of Jesus, and were animated by a violent hatred of the French as being enemies of the Jesuits."
838,human being,"At length he came to the summit of the high mountain, beneath which he must pass in order to arrive, by this diagonal route, at the lonely valley in which his friend Fouque, the young timber merchant, lived.","Julien was in no hurry to see him, or any other human being for that matter.","Concealed like a bird of prey, amid the bare rocks which crowned the high mountain, he could see a long way off anyone that might be coming his way."
839,human being,'What a memory I shall leave behind me!',"Sunk into the nethermost abyss of misery, a human being has no resource left but courage.","Julien had not wisdom enough to say to himself: 'I must venture all'; but as he looked up at the window of Mathilde's room, he could see through the shutters that she was putting out her light: he pictured to himself that charming room which he had seen, alas, once only in his life."
840,human being,"Although our cell was large, we obviously had used up most of the oxygen it contained.","In essence, over an hour's time a single human being consumes all the oxygen found in 100 liters of air, at which point that air has become charged with a nearly equal amount of carbon dioxide and is no longer fit for breathing.","So it was now urgent to renew the air in our prison, and no doubt the air in this whole underwater boat as well."
841,human being,"""So I had difficulty deciding,"" he said.","""But I concluded that my personal interests could be reconciled with that natural compassion to which every human being has a right.","Since fate has brought you here, you'll stay aboard my vessel."
842,human being,"I'm going to make another underwater tour of the world-- perhaps my last, who knows?--and I'll review everything I've studied in the depths of these seas that I've crossed so often, and you can be my fellow student.","Starting this very day, you'll enter a new element, you'll see what no human being has ever seen before-- since my men and I no longer count--and thanks to me, you're going to learn the ultimate secrets of our planet.""",I can't deny it; the commander's words had a tremendous effect on me.
843,human being,"Some kingfishers lurked along the watercourses, but they didn't let us approach.","Their cautious behavior proved to me that these winged creatures knew where they stood on bipeds of our species, and I concluded that if this island wasn't inhabited, at least human beings paid it frequent visits.","After crossing a pretty lush prairie, we arrived on the outskirts of a small wood, enlivened by the singing and soaring of a large number of birds."
844,human being,"This island, whose surface area measures 1,625 square leagues, is governed by rajahs.","These aristocrats deem themselves the sons of crocodiles, in other words, descendants with the most exalted origins to which a human being can lay claim.","Accordingly, their scaly ancestors infest the island's rivers and are the subjects of special veneration."
845,human being,But will this opportunity ever arise?,"The human being, robbed of his free will, craves such an opportunity; but the scientist, forever inquisitive, dreads it.","That day, January 21, 1868, the chief officer went at noon to take the sun's altitude."
846,human being,A shadow cast by our crag hid us from his view.,"And besides, how could this poor Indian ever have guessed that human beings, creatures like himself, were near him under the waters, eavesdropping on his movements, not missing a single detail of his fishing!",So he went up and down several times.
847,human being,Two impressions inevitably stood out.,"One concerned Captain Nemo's matchless bravery, the other his devotion to a human being, a representative of that race from which he had fled beneath the seas.","In spite of everything, this strange man hadn't yet succeeded in completely stifling his heart."
848,human being,But I had guessed.,"Whatever motives had driven him to seek independence under the seas, he remained a human being before all else!","His heart still throbbed for suffering humanity, and his immense philanthropy went out both to downtrodden races and to individuals!"
849,human being,"Or, rather (and this thought did cross my mind), had the hand of man intervened in that blaze?",Had human beings fanned those flames?,"In these deep strata would I meet up with more of Captain Nemo's companions, friends he was about to visit who led lives as strange as his own?"
850,human being,"But to overcome all the obstacles around the South Pole--even more unattainable than the North Pole, which still hadn't been reached by the boldest navigators-- wasn't this an absolutely insane undertaking, one that could occur only in the brain of a madman?","It then dawned on me to ask Captain Nemo if he had already discovered this pole, which no human being had ever trod underfoot.","""No, sir,"" he answered me, ""but we'll discover it together."
851,human being,"""Sir,"" I told Captain Nemo, ""to you belongs the honor of first setting foot on this shore.""","""Yes, sir,"" the captain replied, ""and if I have no hesitation in treading this polar soil, it's because no human being until now has left a footprint here.""","So saying, he leaped lightly onto the sand."
852,human being,It was hidden from our eyes by clouds squeezed together on the horizon.,Apparently the jealous orb didn't want to reveal this inaccessible spot on the globe to any human being.,Yet I decided to return to the Nautilus.
853,human being,"""Bah!","My friend, there'd be many more without their enemies, scorpionfish and human beings!","Do you know how many eggs have been counted in a single female?"""
854,human being,"""With all due respect to master, they've discovered the narwhale and they're cannonading the same.""","""But it must be clear to them,"" I exclaimed, ""that they're dealing with human beings.""","""Maybe that's why!"""
855,human being,We were rocking frightfully.,The Nautilus defended itself like a human being.,Its steel muscles were cracking.
856,human being,Not even a pebble recently displaced; not a trace on the sand; not a human footstep on all that part of the beach.,It was clear that that portion of the shore had never been visited by a human being.,"The sea was as deserted as the land, and it was there, a few hundred feet from the coast, that the engineer must have found a tomb."
857,human being,"""However,"" remarked Pencroft, ""you must have been thrown on to the beach, and you must have had strength to walk here, since Neb found your footmarks!""","""Yes... of course,"" replied the engineer, thoughtfully; ""and you found no traces of human beings on this coast?""","""Not a trace,"" replied the reporter; ""besides, if by chance you had met with some deliverer there, just in the nick of time, why should he have abandoned you after having saved you from the waves?"""
858,human being,"The island is not inhabited,"" said the reporter.","""That is probable,"" replied the engineer, ""although we have not yet explored the interior; but if no human beings are found, I fear that dangerous animals may abound.","It is necessary to guard against a possible attack, so that we shall not be obliged to watch every night, or to keep up a fire."
859,human being,The settlers descended very slowly.,"They could not but feel a certain awe, in this venturing into these unknown depths, for the first time visited by human beings.","They did not speak, but they thought; and the thought came to more than one, that some polypus or other gigantic cephalopod might inhabit the interior cavities, which were in communication with the sea."
860,human being,The settlers explored it in every direction.,"There was nothing there, not an animal, not a human being; and yet Top continued to bark.",Neither caresses nor threats could make him be silent.
861,human being,It was now exactly seven months since the balloon voyagers had been thrown on Lincoln Island.,"During that time, notwithstanding the researches they had made, no human being had been discovered.",No smoke even had betrayed the presence of man on the surface of the island.
862,human being,"And now, all this scaffolding of reasonings fell before a simple ball of metal, found in the body of an inoffensive rodent!","In fact, this bullet must have issued from a firearm, and who but a human being could have used such a weapon?","When Pencroft had placed the bullet on the table, his companions looked at it with intense astonishment."
863,human being,"It is very possible that a storm may have driven them to the island without destroying their vessel, and that, the storm over, they went away again.""","""I must acknowledge one thing,"" said Herbert, ""it is that Captain Harding appears rather to fear than desire the presence of human beings on our island.""","""In short,"" responded the reporter, ""there are only Malays who frequent these seas, and those fellows are ruffians which it is best to avoid."""
864,human being,cried the reporter.,"""No, my dear Spilett; but you see that if it is certain that a human being set foot on the island, it appears no less certain that he has now left it.""","""Then, if I understand you right, captain,"" said Herbert, ""the vessel has left again?"""
865,human being,"Harding and his companions made ready their firearms, in case of an emergency.","They advanced some way into the wood, but to their great disappointment, they as yet saw no signs of any human being having passed that way.","Shrubs and creepers were uninjured, and they had even to cut them away with the axe, as they had done in the deepest recesses of the forest."
866,human being,"To say that the settlers, notwithstanding their fatigue, slept well on the sandy floor of the Chimneys would not be true.","It was not only that they were extremely anxious to find out the cause of what had happened, whether it was the result of an accident which would be discovered at the return of day, or whether on the contrary it was the work of a human being; but they also had very uncomfortable beds.","That could not be helped, however, for in some way or other at that moment their dwelling was occupied, and they could not possibly enter it."
867,human being,nan,"Indeed it was not an ape; it was a human being, a man.",But what a man!
868,human being,"The reporter's reasoning was just, and every one felt it to be so.","""Yes,"" rejoined Cyrus Harding, ""if the intervention of a human being is not more questionable for us, I agree that he has at his disposal means of action beyond those possessed by humanity.","There is a mystery still, but if we discover the man, the mystery will be discovered also."
869,human being,"Prince Dakkar, unable to find that death he courted, returned to the mountain fastnesses of Bundelkund.","There, alone in the world, overcome by disappointment at the destruction of all his vain hopes, a prey to profound disgust for all human beings, filled with hatred of the civilized world, he realized the wreck of his fortune, assembled some score of his most faithful companions, and one day disappeared, leaving no trace behind.","Where, then, did he seek that liberty denied him upon the inhabited earth?"
870,human being,A large mass had been rent asunder by a subterranean disturbance.,"Yielding to some vast power from below it had broken asunder, leaving this great hollow into which human beings were now penetrating for the first time.","The whole history of the carboniferous period was written upon these gloomy walls, and a geologist might with ease trace all its diverse phases."
871,human being,"Come away, uncle--come!","No human being may with safety dare the anger of these monstrous beasts.""","""No human creature?"""
872,human being,But though at first I was unbelieving I had to yield to the evidence of my senses.,"In fact, at a distance of a quarter of a mile, leaning against the trunk of a gigantic kauri, stood a human being, the Proteus of those subterranean regions, a new son of Neptune, watching this countless herd of mastodons.","Immanis pecoris custos, immanior ipse."
873,human being,"I must conclude that it was impossible that our senses had been deceived, that our eyes did not see what we supposed they saw.","No human being lives in this subterranean world; no generation of men dwells in those inferior caverns of the globe, unknown to and unconnected with the inhabitants of its surface.",It is absurd to believe it!
874,human being,"This dagger belongs to the sixteenth century; it is a poniard, such as gentlemen carried in their belts to give the coup _de grace._ Its origin is Spanish.","It was never either yours, or mine, or the hunter's, nor did it belong to any of those human beings who may or may not inhabit this inner world.","See, it was never jagged like this by cutting men's throats; its blade is coated with a rust neither a day, nor a year, nor a hundred years old."""
875,human being,"Olivier, whose bones were piercing his cheeks, gravely carried a stiff, insignificant head on a ridiculous body; as to Suzanne, the wife of Olivier, she was quite pale, with expressionless eyes, white lips, and a soft face.","And Therese could not find one human being, not one living being among these grotesque and sinister creatures, with whom she was shut up; sometimes she had hallucinations, she imagined herself buried at the bottom of a tomb, in company with mechanical corpses, who, when the strings were pulled, moved their heads, and agitated their legs and arms.","The thick atmosphere of the dining-room stifled her; the shivering silence, the yellow gleams of the lamp penetrated her with vague terror, and inexpressible anguish."
876,human being,"""I shall have to kill the beast.","It looks like a human being.""","He refrained from giving the kick, being afraid of hearing Francois speak to him with the voice of Camille."
877,narrow escape,"She got up and went to the table to measure herself by it, and found that, as nearly as she could guess, she was now about two feet high, and was going on shrinking rapidly: she soon found out that the cause of this was the fan she was holding, and she dropped it hastily, just in time to avoid shrinking away altogether.",'That was a narrow escape!',"said Alice, a good deal frightened at the sudden change, but very glad to find herself still in existence; 'and now for the garden!'"
878,narrow escape,"She got up and went to the table to measure herself by it, and found that, as nearly as she could guess, she was now about two feet high, and was going on shrinking rapidly: she soon found out that the cause of this was the fan she was holding, and she dropped it hastily, just in time to avoid shrinking away altogether.",'That was a narrow escape!',"said Alice, a good deal frightened at the sudden change, but very glad to find herself still in existence; 'and now for the garden!'"
879,narrow escape,"She got up and went to the table to measure herself by it, and found that, as nearly as she could guess, she was now about two feet high, and was going on shrinking rapidly: she soon found out that the cause of this was the fan she was holding, and she dropped it hastily, just in time to avoid shrinking away altogether.",'That was a narrow escape!',"said Alice, a good deal frightened at the sudden change, but very glad to find herself still in existence; 'and now for the garden!'"
880,narrow escape,"This, though unhappy for the wretch, was very opportunely for my case, though I had carried it off handsomely enough before; but now it was out of doubt, and all the loose part of the crowd ran that way, and the poor boy was delivered up to the rage of the street, which is a cruelty I need not describe, and which, however, they are always glad of, rather than to be sent to Newgate, where they lie often a long time, till they are almost perished, and sometimes they are hanged, and the best they can look for, if they are convicted, is to be transported.","This was a narrow escape to me, and I was so frighted that I ventured no more at gold watches a great while.","There was indeed a great many concurring circumstances in this adventure which assisted to my escape; but the chief was, that the woman whose watch I had pulled at was a fool; that is to say, she was ignorant of the nature of the attempt, which one would have thought she should not have been, seeing she was wise enough to fasten her watch so that it could not be slipped up."
881,narrow escape,"The locksmiths, although protected by the deep vaults of the portal, abandoned the door and Clopin himself retired to a respectful distance from the church.","""I had a narrow escape!""",cried Jehan.
882,narrow escape,"""Oh,"" retorted Gringoire, ""'tis no fault of mine, but of the watch and the king.",I have just had a narrow escape.,I always just miss being hung.
883,narrow escape,"replied Neb, ""and if Top had not found you, and brought you here, I should have buried my master, and then have lain down on his grave to die!""",It had indeed been a narrow escape for Cyrus Harding!,Neb then recounted what had happened.
884,best man,"After breakfast they went whooping and prancing out on the bar, and chased each other round and round, shedding clothes as they went, until they were naked, and then continued the frolic far away up the shoal water of the bar, against the stiff current, which latter tripped their legs from under them from time to time and greatly increased the fun.","And now and then they stooped in a group and splashed water in each other's faces with their palms, gradually approaching each other, with averted faces to avoid the strangling sprays, and finally gripping and struggling till the best man ducked his neighbor, and then they all went under in a tangle of white legs and arms and came up blowing, sputtering, laughing, and gasping for breath at one and the same time.","When they were well exhausted, they would run out and sprawl on the dry, hot sand, and lie there and cover themselves up with it, and by and by break for the water again and go through the original performance once more."
885,best man,"After breakfast they went whooping and prancing out on the bar, and chased each other round and round, shedding clothes as they went, until they were naked, and then continued the frolic far away up the shoal water of the bar, against the stiff current, which latter tripped their legs from under them from time to time and greatly increased the fun.","And now and then they stooped in a group and splashed water in each other's faces with their palms, gradually approaching each other, with averted faces to avoid the strangling sprays, and finally gripping and struggling till the best man ducked his neighbor, and then they all went under in a tangle of white legs and arms and came up blowing, sputtering, laughing, and gasping for breath at one and the same time.","When they were well exhausted, they would run out and sprawl on the dry, hot sand, and lie there and cover themselves up with it, and by and by break for the water again and go through the original performance once more."
886,best man,"It was on May 17, about 500 miles from Heart's Content and 2,800 meters down, that I spotted this cable lying on the seafloor.","Conseil, whom I hadn't alerted, mistook it at first for a gigantic sea snake and was gearing up to classify it in his best manner.",But I enlightened the fine lad and let him down gently by giving him various details on the laying of this cable.
887,best man,"But whatever may be the sentiments which Mr. Wickham has created, a suspicion of their nature shall not prevent me from unfolding his real character--it adds even another motive.","""My excellent father died about five years ago; and his attachment to Mr. Wickham was to the last so steady, that in his will he particularly recommended it to me, to promote his advancement in the best manner that his profession might allow--and if he took orders, desired that a valuable family living might be his as soon as it became vacant.",There was also a legacy of one thousand pounds.
888,best man,"Mr. Rivers came up as, having seen the classes, now numbering sixty girls, file out before me, and locked the door, I stood with the key in my hand, exchanging a few words of special farewell with some half-dozen of my best scholars: as decent, respectable, modest, and well-informed young women as could be found in the ranks of the British peasantry.","And that is saying a great deal; for after all, the British peasantry are the best taught, best mannered, most self-respecting of any in Europe: since those days I have seen paysannes and Bauerinnen; and the best of them seemed to me ignorant, coarse, and besotted, compared with my Morton girls.","""Do you consider you have got your reward for a season of exertion?"""
889,best man,Where's the landlord?,"Here, Coppinger, send your best man back to Friar's Oak as fast as his horse can go, to find news of my valet, Ambrose.",See that no pains be spared.
890,best man,"""Oh, I know you have spirit enough to fight anything on two legs.","I knew that the instant I clapped eyes on you; but I want you to remember that when you fight Crab Wilson, you will fight the most promising man from the west, and that the best man of the west is likely to be the best man in England.","He's as quick and as long in the reach as you are, and he'll train himself to the last half-ounce of tallow."
891,best man,"""Of course you would not, Charles.","You chose the best man, and how could you do otherwise?",nan
892,best man,"It was on May 17, about 500 miles from Heart's Content and 2,800 meters down, that I spotted this cable lying on the seafloor.","Conseil, whom I hadn't alerted, mistook it at first for a gigantic sea snake and was gearing up to classify it in his best manner.",But I enlightened the fine lad and let him down gently by giving him various details on the laying of this cable.
893,best man,"cried he, ""I have killed my old master, my friend, my brother-in-law.","I am the best man in the world, and yet I have already killed three men, and of these three, two were priests.""","Cacambo, who was standing sentry near the door of the arbor, instantly ran up."
894,half sister,"And what possible claim could the Miss Dashwoods, who were related to him only by half blood, which she considered as no relationship at all, have on his generosity to so large an amount.","It was very well known that no affection was ever supposed to exist between the children of any man by different marriages; and why was he to ruin himself, and their poor little Harry, by giving away all his money to his half sisters?","""It was my father's last request to me,"" replied her husband, ""that I should assist his widow and daughters."""
895,fairy tale,But I mustn't let these fantasies run away with me!,Enough of these fairy tales that time has changed for me into harsh realities.,"I repeat: opinion had crystallized as to the nature of this phenomenon, and the public accepted without argument the existence of a prodigious creature that had nothing in common with the fabled sea serpent."
896,fairy tale,"""That's just where you're mistaken, professor,"" Ned replied.","""The common man may still believe in fabulous comets crossing outer space, or in prehistoric monsters living at the earth's core, but astronomers and geologists don't swallow such fairy tales.",It's the same with whalers.
897,fairy tale,"A new feeling appeared on board, made up of three-tenths shame and seven-tenths fury.","The crew called themselves ""out-and-out fools"" for being hoodwinked by a fairy tale, then grew steadily more furious!","The mountains of arguments amassed over a year collapsed all at once, and each man now wanted only to catch up on his eating and sleeping, to make up for the time he had so stupidly sacrificed."
898,fairy tale,"""Do you not find it interesting?""","""To a collector of fairy tales.""",Dr. Mortimer drew a folded newspaper out of his pocket.
899,fairy tale,"""I knew him,"" said Brotteaux, ""and I may add without boasting that I was for some while one of his most intimate friends; he had a taste for low society.","He was an amiable man, and for all his affectation of telling fairy tales, there was more sound philosophy in his little finger than in the heads of all you Jacobins, who are for making us virtuous and God-fearing by Act of Parliament.","Upon my word I prefer our simple-minded theophagists who know not what they say nor yet what they do, to these mad law-menders, who make it their business to guillotine us in order to render us wise and virtuous and adorers of the Supreme Being who has created them in His likeness."
900,fairy tale,"So was the black horned thing seated aloof on a rock, surveying a distant crowd surrounding a gallows.","Each picture told a story; mysterious often to my undeveloped understanding and imperfect feelings, yet ever profoundly interesting: as interesting as the tales Bessie sometimes narrated on winter evenings, when she chanced to be in good humour; and when, having brought her ironing-table to the nursery hearth, she allowed us to sit about it, and while she got up Mrs. Reed's lace frills, and crimped her nightcap borders, fed our eager attention with passages of love and adventure taken from old fairy tales and other ballads; or (as at a later period I discovered) from the pages of Pamela, and Henry, Earl of Moreland.","With Bewick on my knee, I was then happy: happy at least in my way."
901,fairy tale,This book I had again and again perused with delight.,"I considered it a narrative of facts, and discovered in it a vein of interest deeper than what I found in fairy tales: for as to the elves, having sought them in vain among foxglove leaves and bells, under mushrooms and beneath the ground-ivy mantling old wall-nooks, I had at length made up my mind to the sad truth, that they were all gone out of England to some savage country where the woods were wilder and thicker, and the population more scant; whereas, Lilliput and Brobdignag being, in my creed, solid parts of the earth's surface, I doubted not that I might one day, by taking a long voyage, see with my own eyes the little fields, houses, and trees, the diminutive people, the tiny cows, sheep, and birds of the one realm; and the corn-fields forest-high, the mighty mastiffs, the monster cats, the tower-like men and women, of the other.","Yet, when this cherished volume was now placed in my hand--when I turned over its leaves, and sought in its marvellous pictures the charm I had, till now, never failed to find--all was eerie and dreary; the giants were gaunt goblins, the pigmies malevolent and fearful imps, Gulliver a most desolate wanderer in most dread and dangerous regions."
902,fairy tale,I marvelled where you had got that sort of face.,"When you came on me in Hay Lane last night, I thought unaccountably of fairy tales, and had half a mind to demand whether you had bewitched my horse: I am not sure yet.","Who are your parents?"""
903,fairy tale,Human beings never enjoy complete happiness in this world.,"I was not born for a different destiny to the rest of my species: to imagine such a lot befalling me is a fairy tale--a day-dream.""","""Which I can and will realise."
904,fairy tale,"""Do you not find it interesting?""","""To a collector of fairy tales.""",Dr. Mortimer drew a folded newspaper out of his pocket.
905,fairy tale,"""I knew him,"" said Brotteaux, ""and I may add without boasting that I was for some while one of his most intimate friends; he had a taste for low society.","He was an amiable man, and for all his affectation of telling fairy tales, there was more sound philosophy in his little finger than in the heads of all you Jacobins, who are for making us virtuous and God-fearing by Act of Parliament.","Upon my word I prefer our simple-minded theophagists who know not what they say nor yet what they do, to these mad law-menders, who make it their business to guillotine us in order to render us wise and virtuous and adorers of the Supreme Being who has created them in His likeness."
906,fairy tale,The adventure smacked of enchantment.,"He began seriously to take himself for a personage in a fairy tale; he cast his eyes about him from time to time to time, as though to see if the chariot of fire, harnessed to two−winged chimeras, which alone could have so rapidly transported him from Tartarus to Paradise, were still there.","At times, also, he fixed his eyes obstinately upon the holes in his doublet, in order to cling to reality, and not lose the ground from under his feet completely."
907,fairy tale,But I mustn't let these fantasies run away with me!,Enough of these fairy tales that time has changed for me into harsh realities.,"I repeat: opinion had crystallized as to the nature of this phenomenon, and the public accepted without argument the existence of a prodigious creature that had nothing in common with the fabled sea serpent."
908,fairy tale,"""That's just where you're mistaken, professor,"" Ned replied.","""The common man may still believe in fabulous comets crossing outer space, or in prehistoric monsters living at the earth's core, but astronomers and geologists don't swallow such fairy tales.",It's the same with whalers.
909,fairy tale,"A new feeling appeared on board, made up of three-tenths shame and seven-tenths fury.","The crew called themselves ""out-and-out fools"" for being hoodwinked by a fairy tale, then grew steadily more furious!","The mountains of arguments amassed over a year collapsed all at once, and each man now wanted only to catch up on his eating and sleeping, to make up for the time he had so stupidly sacrificed."
910,wedding day,". . Near the villages, clothes have been hung on hedges since midday and ate drying in the strong breeze.","Children, tired of playing, sit by their mothers asking for the story of their wedding days.",In every house the dining-room fire brightly lights up what seems an altar of shining toys.
911,wedding day,"It was all ready, he said.","We were to arrive as though returning from a long journey on the evening of our wedding day, about the time that night comes.","And along the roads and in the courtyard, and hidden in bushes, unknown children would have a fête to welcome us, shouting, ""Long life to the bride!"""
912,wedding day,"He had been caught, checked by his old adventure, without daring to do anything or confess anything.","Then remorse began and regret and grief, sometimes stifled, sometimes emerging in triumph, until his wedding day on which the cry of the bohemian in the fir wood reminded him dramatically of his young manhood's first oath.","He had hastily scribbled in this same composition test book a few words, at dawn, before going away (with her permission - but forever) from Yvonne de Galais, his wife since the previous day:"
913,wedding day,"His marriage was now fast approaching, and she was at length so far resigned as to think it inevitable, and even repeatedly to say, in an ill-natured tone, that she ""_wished_ they might be happy.""","Thursday was to be the wedding day, and on Wednesday Miss Lucas paid her farewell visit; and when she rose to take leave, Elizabeth, ashamed of her mother's ungracious and reluctant good wishes, and sincerely affected herself, accompanied her out of the room.","As they went downstairs together, Charlotte said:"
914,wedding day,Chapter 51,Their sister's wedding day arrived; and Jane and Elizabeth felt for her probably more than she felt for herself.,"The carriage was sent to meet them at ----, and they were to return in it by dinner-time."
915,wedding day,He opened her wardrobe and stood for hours on end marvelling at the beauty and neat arrangement of everything inside.,"His mistress, leaning upon his shoulder, gazed at him; he himself gazed at those ornaments and fripperies which on a wedding day are displayed among the presents.",'I might have married a man like this!'
916,ground floor,The boys did as they had often done before--went to the cell grating and gave Potter some tobacco and matches.,He was on the ground floor and there were no guards.,"His gratitude for their gifts had always smote their consciences before--it cut deeper than ever, this time."
917,ground floor,"D’Artagnan, then, remained majestic and intact in his susceptibility, till he came to this unlucky city of Meung.","But there, as he was alighting from his horse at the gate of the Jolly Miller, without anyone--host, waiter, or hostler--coming to hold his stirrup or take his horse, d’Artagnan spied, though an open window on the ground floor, a gentleman, well-made and of good carriage, although of rather a stern countenance, talking with two persons who appeared to listen to him with respect.","d’Artagnan fancied quite naturally, according to his custom, that he must be the object of their conversation, and listened."
918,ground floor,"But he was never to be found at home; he never invited anybody to go up with him, and no one could form an idea of what his sumptuous apartment contained in the shape of real riches.","As to Aramis, he dwelt in a little lodging composed of a boudoir, an eating room, and a bedroom, which room, situated, as the others were, on the ground floor, looked out upon a little fresh green garden, shady and impenetrable to the eyes of his neighbors.","With regard to d’Artagnan, we know how he was lodged, and we have already made acquaintance with his lackey, Master Planchet."
919,ground floor,He had just passed by the pavilion in which ten years later Louis XIV was born.,"He rode up a very quiet street, looking to the right and the left to see if he could catch any vestige of his beautiful Englishwoman, when from the ground floor of a pretty house, which, according to the fashion of the time, had no window toward the street, he saw a face peep out with which he thought he was acquainted.","This person walked along the terrace, which was ornamented with flowers."
920,ground floor,"For him, the cardinal was only an officer coming to visit a lady.","""Have you any chamber on the ground floor where these gentlemen can wait near a good fire?""",said the cardinal.
921,ground floor,"""Enter, gentlemen, and be kind enough to wait for me; I shall not be more than half an hour.""","And while the three Musketeers entered the ground floor room, the cardinal, without asking further information, ascended the staircase like a man who has no need of having his road pointed out to him.",44 THE UTILITY OF STOVEPIPES
922,ground floor,The boys did as they had often done before--went to the cell grating and gave Potter some tobacco and matches.,He was on the ground floor and there were no guards.,"His gratitude for their gifts had always smote their consciences before--it cut deeper than ever, this time."
923,ground floor,The hotel elevator dropped us off in the main vestibule on the mezzanine.,I went down a short stair leading to the ground floor.,I settled my bill at that huge counter that was always under siege by a considerable crowd.
924,ground floor,"When Passepartout reached the International Hotel, it did not seem to him as if he had left England at all.","The ground floor of the hotel was occupied by a large bar, a sort of restaurant freely open to all passers-by, who might partake of dried beef, oyster soup, biscuits, and cheese, without taking out their purses.","Payment was made only for the ale, porter, or sherry which was drunk."
925,ground floor,"On the afternoon of the same day Évariste set out to see the citoyen Jean Blaise, printseller, as well as dealer in ornamental boxes, fancy goods and games of all sorts, in the Rue Honoré, opposite the Oratoire and near the office of the Messageries, at the sign of the Amour peintre.","The shop was on the ground floor of a house sixty years old, and opened on the street by a vaulted arch the keystone of which bore a grotesque head with horns.","The semicircle beneath the arch was occupied by an oil-painting representing ""the Sicilian or Cupid the Painter,"" after a composition by Boucher, which Jean Blaise's father had put up in 1770 and which sun and rain had been doing their best to obliterate ever since."
926,ground floor,A branch of holly hung over the great waggon doors that opened on a courtyard where fowls were always pecking about in the damp soil.,"On the far side of this stood the house itself, consisting of a ground floor and one storey above, crowned by a high-pitched tiled roof and with walls almost hidden under old climbing rose-trees covered with blossom.","To the right, trimmed fruit-trees showed their tops above the low garden wall."
927,ground floor,"D’Artagnan, then, remained majestic and intact in his susceptibility, till he came to this unlucky city of Meung.","But there, as he was alighting from his horse at the gate of the Jolly Miller, without anyone--host, waiter, or hostler--coming to hold his stirrup or take his horse, d’Artagnan spied, though an open window on the ground floor, a gentleman, well-made and of good carriage, although of rather a stern countenance, talking with two persons who appeared to listen to him with respect.","d’Artagnan fancied quite naturally, according to his custom, that he must be the object of their conversation, and listened."
928,ground floor,"But he was never to be found at home; he never invited anybody to go up with him, and no one could form an idea of what his sumptuous apartment contained in the shape of real riches.","As to Aramis, he dwelt in a little lodging composed of a boudoir, an eating room, and a bedroom, which room, situated, as the others were, on the ground floor, looked out upon a little fresh green garden, shady and impenetrable to the eyes of his neighbors.","With regard to d’Artagnan, we know how he was lodged, and we have already made acquaintance with his lackey, Master Planchet."
929,ground floor,He had just passed by the pavilion in which ten years later Louis XIV was born.,"He rode up a very quiet street, looking to the right and the left to see if he could catch any vestige of his beautiful Englishwoman, when from the ground floor of a pretty house, which, according to the fashion of the time, had no window toward the street, he saw a face peep out with which he thought he was acquainted.","This person walked along the terrace, which was ornamented with flowers."
930,ground floor,"For him, the cardinal was only an officer coming to visit a lady.","""Have you any chamber on the ground floor where these gentlemen can wait near a good fire?""",said the cardinal.
931,ground floor,"""Enter, gentlemen, and be kind enough to wait for me; I shall not be more than half an hour.""","And while the three Musketeers entered the ground floor room, the cardinal, without asking further information, ascended the staircase like a man who has no need of having his road pointed out to him.",44 THE UTILITY OF STOVEPIPES
932,ground floor,"D'Artagnan, then, remained majestic and intact in his susceptibility, till he came to this unlucky city of Meung.","But there, as he was alighting from his horse at the gate of the Jolly Miller, without anyone--host, waiter, or hostler--coming to hold his stirrup or take his horse, d'Artagnan spied, though an open window on the ground floor, a gentleman, well-made and of good carriage, although of rather a stern countenance, talking with two persons who appeared to listen to him with respect.","d'Artagnan fancied quite naturally, according to his custom, that he must be the object of their conversation, and listened."
933,ground floor,"But he was never to be found at home; he never invited anybody to go up with him, and no one could form an idea of what his sumptuous apartment contained in the shape of real riches.","As to Aramis, he dwelt in a little lodging composed of a boudoir, an eating room, and a bedroom, which room, situated, as the others were, on the ground floor, looked out upon a little fresh green garden, shady and impenetrable to the eyes of his neighbors.","With regard to d’Artagnan, we know how he was lodged, and we have already made acquaintance with his lackey, Master Planchet."
